NOME|RTTTL
Hawaii5-|Hawaii5-:d=4,o=5,b=80:16c#6,16c#6,16e6,8g#6,f#6,c#6,16c#6,16c#6,16b,8e6,2c#6,16c#6,16c#6,16e6,8g#6,f#6,c#6,16b6,16b6,16g#6,8e6,2c#6,16e6,16d6,16c#6,16b6,16a6,16g#6,16f#6,16g#6,16e6,f#6,16f#6,16e6,16d6,16c6,16b6,16g#6,16f#6,16e6,16f#6,8g#6,16f#6,8e6,8f#6,c#6,16b6,16b6,16g#6,8e6
Hawaii5-|Hawaii5-:d=4,o=6,b=80:32p,16a5,16a5,16c,16e.,8d.,a5,16a5,16a5,16g5,16c.,a.5,16a5,16a5,16c,16e.,8d.,a,16g,16g,16e,16c.,2a,16c7,16a#,16a,16g,16f,16e,16d,16e,16c,d,16d,16c7,16a#,16g#,16g,16e,16d,16c,16d,16e.,16d,16c.,8d,a,16g,16g,16e,16c.,2d
Hawaii50|Hawaii50:d=4,o=6,b=80:16a5,16a5,16c,16e.,8d.,a5,16a5,16a5,16g5,16c.,a.5,16a5,16a5,16c,16e.,8d.,a,16g,16g,16e,16c.,2a,16c7,16a#,16a,16g,16f,16e,16d,16e,16c,d,8d,16a#,16g#,16g,16e,16d,16c,16d,16e.,16d,16c.,8d,a,16g,16g,16e,16c.,2d
Hawaii50|Hawaii50:d=8,o=6,b=180:g5,g5,a#5,4d,2c,1g5,g5,g5,f5,4a#5,1g.5,g5,g5,a#5,4d,2c,1g,f,f,d,4a#5,1g,4a#,g,f,d#,c,d#,f,d#,1c,4c7,a,g,f,d,c,a#5,c,4d,c,4a#5,4c.,2g.,f,f,d,4a#5,2c
Hawaii5|Hawaii5:d=4,o=6,b=80:16c_,16c_,16e,8g_,f_,c_,16c_,16c_,16b5,8e,2c_,16c_,16c_,16e,8g_,f_,c_,16b,16b,16g_,8e,2c_,16e,16d,16c_,16b,16a,16g_,16f_,16g_,16e,f_,16f_,16e,16d,16c,16b,16g_,16f_,16e,16f_,8g_,16f_,8e,8f_,c_,16b,16b,16g_,8e
He'sGotT|He'sGotT:d=4,o=6,b=140:8c,16c,16p,32p,8a5,c,p,8a5,32p,8f5,p,8c,32p,16d,8p,16p,8c,8p,8c,8c,32p,8a5,16c,8p,16p,16c,8p,16p,8a#5,32p,16g5,8p,16p,f5
He'sUnbe|He'sUnbe:d=16,o=5,b=125:4g,8p,d#6,p,8e6,8p,8e6,8p,8a,8p,8a,8p,8e6,4p,8p,4g,8p,d#6,p,8e6,8p,8e6,8p,8e6,8p,8a,8p,8a,4p,8p,4g,8p,g#,p,8a,8p,8e6,8p,8e6,8p,8e6,8p,8a,4p,8p,4g,8p,g#,p,8a,8p,8e6,8p,8a,8p,8e6,8p,8a,4p,8p,4g,8p,c6,p,8e,8p,8e,8p,8e,8p,8e,8p,8e,4p,8p,4d.6,c6,p,8e,8p,8e,8p,8b,8p,8e,8p,8e
He-Man|He-Man:d=8,o=6,b=160:32p,g,g,g,4g,4e,g,a,g,f,4g,4c,g,a,g,f,4g,4e,c,2d.,4p,4e.,4a5,4c,e,f#,e,d,4e,4a5,e,f#,e,d,4e,4a5,g5,2a5
He-ManAn|He-ManAn:d=4,o=6,b=56:32a.,32a.,32a.,16a.,16f#.,32a.,32b.,32a.,32g.,16a.,16d.,32a.,32b.,32a.,32g.,16a.,16f#.,32d.,e.,32a.,32a.,32a.,16a.,16f#.,32a.,32b.,32a.,32g.,16a.,16d.,32a.,32b.,32a.,32g.,16a.,16f#.,32d.,e.
HeadLike|HeadLike:d=8,o=5,b=120:a,4e,16a.,4a,g,16a.,d,e,c#,a,g#,a#,4a,32a,p,4e,32a#,16a.,4e,g,16a.,32a.,d,e,4g#,2a,32a.,p,4e,32a#,16a.,4e,g,16a,16a,d,e,g#,a,g#,a#,4a,32a,p,4e,32a#,16a.,4a,g,16a.,32a.,d,e,4g#,4e.
HeadOver|HeadOver:d=4,o=5,b=63:8c6,16b,16a,8g,16a,8f,16c6,16b,16a,16g,16a,8f,8c6,16b,16a,8g,16a,8f,16c6,16b,16a,16g,16a,8f
HeadOver|HeadOver:d=4,o=5,b=90:16f6,16f6,16c6,16c6,16a#,16a#,16c6,16c6,16d6,16d6,16a#,16a#,16c6,16c6,16c6,16c6,16f6,16f6,16c6,16c6,16a#,16a#,16c6,16c6,16d6,16d6,16a#,16a#,16c6,16c6,16c6,16c6,16f6,16f6,16c6,16c6,16a#,16a#,16c6,16c6,16d6,16d6,16a#,16a#,16c6,16c6,16c6,16c6
HeadOver|HeadOver:d=4,o=5,b=90:8g,e,8p,8b4,c,8p,p,8a4,8g4,8a4,8g4,p,8g,d.,8b4,c,8a4,p,8a4,8g4,8a4,8g4,p,8g,d,8p,8b4,c,8a4,p,p,8g,d.,8b4,c,8p,p,8a4,8g4,8a4,8g4,p,8g,d,8p,8b4,c,8p,p,16c,16d,16e,16f,16e,16d,c,8p,8g,d,b4,c,a4,p,16a4,16d,16e,16f#,8e.,16f#,8d.,c#,b4,8p,8d,8d,8e,8e
HeadOver|HeadOver:d=8,o=5,b=100:a,a,c6,c6,a,g,g,g,b.,g,g,4p,e,e,f,f,e,e,e,e,4f,e,4e
HeadsHig|HeadsHig:d=4,o=5,b=180:8c6,8c6,8c6,8c6,2g#,p,c6,8g#,8g#,f,8c6,8c6,8c6,8c6,2g#,8p,a#.,8a#,8a#,g,8a#,8a#,8a#,8a#,2g,8d#,8d#,8p,8d#,f,g,2g#,2p,1p,8c6,8c6,8c6,8c6,2g#,p,c6,8g#,8g#,f,8c6,8c6,8c6,8c6,2g#,8p,a#.,8a#,8a#,g,8a#,8a#,8a#,8a#,2g,8d#,8d#,8p,8d#,f,g,2g#
HealTheW|HealTheW:d=16,o=6,b=100:8a5,b5,2c#.,p,8c#,c#,c#,c#,8d,2d,8p,p,8b5,8e.,8e.,8e,8e.,8d.,8e,8d,8c#,c#,8d,4c#,p,8c#,4e,8f#.,8a.,8g#.,8e.,e,e,8f#,e,8f#,a5,b5,8c#,4e,p,b5,c#,c#,8b5,8b.5,8c#,8d.,8c#.,8b5,2a5
Heard'em|Heard'em:d=4,o=5,b=180:8g#,8g,8p,8g#,8p,8g,8p,8g#,8p,8d#,8p,8d#,8p,8d#,8p,2c.6,8p,8a#,2a#.,p,8a#,c6,8a#,8a#,8p,8g#,8p,g#,8f,8p,8f,8p,8g#,8p,2c.6,8p,8a#,2a#.,p,8a#,d#6,8c6,8c6,8p,8a#,8p,a#,8g#,8p,8a#,8p,8a#,1g#.
HeardItA|HeardItA:d=8,o=6,b=100:f5,16f5,d#5,16d#5,c#5,f,f#,f,c#,4c#,16f,16d#,f,4f,4p,16c#,16d#,f,f#,4f,p,f,f,f.,16p,f,f,4f,g#5,a#5,c#,a#5,d#,a#5,4a#5,4c#,g#5,a#5,c#,a#5,4a#5,4c#,g#5,a#5,c#,a#5,4a#5
HeardItT|HeardItT:d=4,o=6,b=160:32p,2g#5,8g#.5,b.5,2g#.5,8g#.5,8g#.5,8b.5,a#.5,2a#5,a#.5,b.5,1g#5
HearMyNa|HearMyNa:d=8,o=7,b=160:4g,4g,4f,f,4e,4e,4c.,4p,b6,b6,b6,b6,d,p,d,2c.,4p.,4e,4b6,4e,b6,a.6,16p,2c.,p,4e,4b6,4e,b6,2g.6,p,a,4g,p,a,4g,p,a,2g,p,g,g,g,g,g,g,f,p,f,2e.,4p.,a,4g,p,a,4g,p,a,2g,4p,g,g,g,g,g,f,p,f,2e
HearSay - Pure and Simple |HearSay - Pure and Simple : d=4,o=5,b=125:16a.,8c.6,16d.6,e6,2c.6,16a.,8c.6,8a.,8c.6,8a,8p,16a.,8c.6,16d.6,c6,1d6,p,16a.,8c.6,16d.6,e6,d.6,2c.6,8p,8a,8a.,f6,8e6,d6,e6,e6,8d.6,16c.6,8c.6,8c6,a,c6,
Heart-Sh|Heart-Sh:d=4,o=5,b=100:8a#6,8e#7,8a#7,8e#7,8f#6,8c#7,8f#7,8c#7,8d#6,8p,8a#6,8d#7,8p,8d#6,8a#6,8a#6,8e#7,8a#7,8e#7,8f#6,8c#7,8f#7,8c#7,8d#6,16f#6,8f#6,8f#6,8f#6,8c#6,8c#6,8d#6
Heartbea|Heartbea:d=4,o=6,b=180:8g,8d_,8g,8d_,8g,8d_,8a_,8a,8d_5,8f,8d_5,8g,8d_5,8g,8d_5,8g,8a,8f,8a,8f,8a,8f,8a_,8c7,8f5,8c7,8f5,8c7,8f5,8c7,8f5,8f7,8d7,8g5,8d7,8g5,8d7,8g5,8c7,8d7,8g5,8d7,8g5,8d7,8g5,8d7,8g5,8f7,8d7,8g5
Heartbea|Heartbea:d=4,o=6,b=180:c,e,e,f,g,g,a,f,8e,f,16p,a,g,16p,c,g,g,8a_7,8a7,8g7,g,a,a_,a,g,16p,2g,a,a_,a,2e,32p,e,f,c,d,8c,c,16p,a5,c,e,f,e,e,d,2c
Heartbre|Heartbre:d=4,o=5,b=125:8e5,8e5,8p,8e5,8p,8e5,8b4,4d5,8e5,8p,8b4,8b4,8e5,8p,8e5,8e5,8b4,4d5,4p,8p,8b4,8b4,8d5,8e5,4g5,8p,8e5,8g5,8e5,8d5,8b4,8p,8b4,4p,8d5,4b4,8a4,4g4,8p,8e4,8p,8e4,4p,8e4,8e4,8e4,8e4,4g4,8e4,8e4
Heartbre|Heartbre:d=4,o=6,b=100:8e5,8g5,a5,a5,16g5,16f5,8e5,8e5,8g5,8a5,8e5,8e5,2g5,8d5,8e5,16d5,16c5,8a7,8a5,g5,16f5,8e5,8e5,8g5,8a5,8e5,8f5,g5,8d5,8e5,d5,d5,8d5,8c5,8c5,8d5,8e5,8c5,8a7,8d5,c5,8a7,g7,8a7,8d5,c5,8d5,e5,8g5,8a5,2g5
HeartBre|HeartBre:d=8,o=5,b=100:e,g,4a,4a,16g,16f,e,e,g,a,e,e,2g,d,e,16d,16c,a,a,4g,16f,e,e,g,a,e,f,4g,d,e,4d,4d,d,c,c,d,e,c,a7,d,4c,a7,4g7,a7,d,4c,d,4e,g,a,2g
Heartlan|Heartlan:d=4,o=6,b=140:8a#5,8a#5,8a#5,8a#5,8a#5,8a#5,8a#5,8a#5,8a#5,8c#,8g#5,g#5,8g#5,8c,8g#5,8a#5,8a#5,8a#5,8a#5,8a#5,8a#5,8a#5,8c,8c#,8c#,8d#,8c#,8c#,8c,8c,8g#5,8a#5,8a#5,8a#5,8a#5,8a#5,8a#5,8a#5,8c,8c#,8c#,8d#,8c#,8c#,8c,8c,8g#5,8a#5,8a#5,8a#5,8a#5,8a#5,8a#5,8a#5,8c,8c#,8c#,8d#,8c#,8c#,8c,8c,8g#5
Heartles|Heartles:d=4,o=6,b=125:2e5,8g5,8g5,8g5,8p,2e5,8a5,8a5,8a5,8p,2e5,8a_5,8a_5,8a_5,8p,2e5,8g5,8g5,8g5
HeartOfA|HeartOfA:d=4,o=5,b=155:8c6,8d6,8c6,8g,16c6,2p,p,8c6,8d6,8f6,8d6,16c6,8p,16p,8c6,8d6,8c6,8g,16a#,2p,p,16a#6,8p,16p,8a6,8f6,16d6,8p,16p,8c6,8d6,8c6,8a#,16c6,2p,p,8c6,8d6,8f6,8d6,16c6,8p,16p,8c6,8d6,8c6,8a#,16g
HeartOfG|HeartOfG:d=8,o=6,b=125:4f#,e,2c#,f#,e,f#,16e,f#.,g#,f#,e,4f#,e,2b5,f#,e,f#,16e,f#.,g#,f#,e,4f#,e,2c#,f#,e,f#,16e,f#.,g#,f#,e,4f#,e,2b5,f#,e,f#,16e,f#.,g#,f#,e
HeartSha|HeartSha:d=16,o=5,b=28:32p,32a,32b,32c6,d6,e6,d6,c6,b,8c6,b,a,8a.,32a,32b,32c6,d6,e6,d6,c6,b,8c6,b,a,8a
Heartsha|Heartsha:d=4,o=6,b=70:8a5,8e,8a,8e,8f5,8c,8f,8c,8d5,8p,8p,8a5,8d,8p,8p,8a5,8d,8a5,8a5,8e,8a,8e,8f5,8c,8f,8c,8d5,f5,f_5,8f_5,8f_5,8f_5,8c5,8c5,8d5
Heat|Heat:d=16,o=5,b=140:4c6,4c6,4b,4c6,4d6,4c6,4b,4c6,4e6,4e6,4d6,4e6,4f6,4e6,4d6,4b,4c6,4c6,4b,4c6,4d6,4c6,4b,4g,4a,4a,4b,4c6,4d6,4c6,4b,4e6
Heaven's|Heaven's:d=4,o=5,b=100:8d#6,16p,8f#6,8d#6,16p,8d#6,16p,8f#6,8g#6,16p,8g#6,16p,8f#6,16p,8g#6,16p,8f#6,8d#6,16p,8d#6,16p,8f#6,8d#6,16p,8d#6,16p,8g#6,16p,8g#6,16p,8f#6,8g#6,16p,8g#6,16p,8f#6,8d#6,16p
Heaven(B|Heaven(B:d=8,o=5,b=125:d,4d,d,4e.,e,4f#.,2p,f#,g,4a,a,4a,g,4f#,4d.,2p,d,4d,d,4e.,e,4f#.,4p.,e,d,e,2c#.,1p,p,d,4d,d,4e.,e,4f#.,2p,f#,g,4a,a,4a,g,4f#,4d.,2p,d,4d,d,4e.,e,4f#.,4p.,e,d,e,2c#.
Heaven|Heaven:d=16,o=5,b=125:8d,4d,8d,4e.,8e,4f#.,2p,8f#,8g,4a,8a,4a,8g,4f#,4d.,2p,8d,4d,8d,4e.,8e,4f#.,4p,8p,8e,8d,8e,2c#.,8p,2p,2p,8d,4d,8d,4e.,8e,4f#.,2p,8f#,8g,4a,8a,4a,8g,4f#,4d.,2p,8d,4d,8d,4e.,8e,4f#.,4p,8p,8e,8d,8e,2c#.,8p,2p,2p
Heaven|Heaven:d=4,o=5,b=125:8d,d,8d,e.,8e,f#.,2p,8f#,8g,a,8a,a,8g,f#,d.,2p,8d,d,8d,e.,8e,f#.,p,8p,8e,8d,8e,2c#.,8p,2p,2p,8d,d,8d,e.,8e,f#.,2p,8f#,8g,a,8a,a,8g,f#,d.,2p,8d,d,8d,e.,8e,f#.,p,8p,8e,8d,8e,2c#.,8p,2p,2p
Heaven|Heaven:d=4,o=5,b=180:8c6,8c6,8c6,d6,8d6,e6,2e6,p,8e6,8f6,g6,8g6,g6,8f6,e6,2c6,p,8p,8c6,8c6,8c6,8c6,d6,8c6,e6,2e6,p,8d6,8c6,8d6,2b.,2p,8c6,8c6,8c6,d6,8d6,e6,2e6,p,8e6,8f6,g6,8g6,g6,8f6,e6,2c6
Heaven|Heaven:d=4,o=5,b=180:8g,8p,8g,8p,8g,8p,b6,8b6,8a6,g6,g6,g6,8d,8p,2a6,8d,8p,8d,8p,d6,8d6,8e6,g6,a6,8e,8g6,2e6,8e,8p,b6,8b6,8a6,g6,a6,8c,8g6,2e6,c,e6,8e6,8d6,c6,8g,8p,8g,8p,8g,8p,b6,8b6,8a6,g6,g6,g6,8d,8p,2a6,8d,8p,8d,8p,d6,8d6,8e6,g6,a6,8e,8g6,2e6,8e,8p,b6,8b6,8a6,g6,a6,8c,8g6,2e6,c,e6,8e6,8d6,c6,g
Heaven|Heaven:d=4,o=6,b=125:8e5,8e5,8e5,16a5,8p,16p,8e5,8f_5,16b5,16b5,8f_5,8p,8g_5,p,8p,8g_5,8a5,8b5,8p,8b5,8b5,8p,8a5,8g_5,8p,8f_5,2p,p,8e5,8p,8e5,8f_5,8p,8f_5,8p,8g_5,2p,8p,8f_5,8e5,8f_5,8p,8d_.5
Heaven|Heaven:d=4,o=6,b=140:16c.,8p.,16c.,8p.,16d.,16p.,8d,16d_.5,8p.,16d_.,8p.,16d_.,16p.,16d_.,16p.,8f,16g.5,8p.,16g.,8p.,16a_.,16p.,16a_.,16p.,8d,16c.5,8p.,16c.,8p.,16c.,16p.,16c.,16p.,8a_5,16c.,8p.,16c.,8p.
Heaven|Heaven:d=4,o=6,b=140:8e,8e,8e,16a,16a,8e,8f_,16b,16b,8f_,16b,16b,8g_,8c_7,16c_7,16c_7,8c_7,16c_7,16c_7,8c_7,16c_7,16c_7,8g_,8a,8b,16e7,16e7,8b,8b,16e7,16e7,8a,8g_,16e7,16e7,8f_,16b,16b,8b,16b,16b,8b,16b,16b,16e,16b,16e,16b,8e,16a,16a,8e,8f_,16b,16b,8f_,16b,16b,8g_,8c_7,16c_7,16c_7,8c_7,16c_7,16c_7,8c_7,8f_,8e,8f_,16b,16d_,16b,16b,8b,16b,16b,8b,16b,16b,8b,16b,16b,8b,16b,16b,8b,16b,16b,8b,16b,16b,8b,16b,16b,c_7
Heaven|Heaven:d=4,o=6,b=140:a_5,d_5,32p,16d_5,16p,8f.5,16p,16f5,16p,8g.5,8g_5,8a_.5,32p,16a_5,16p,8a_.5,16p,8g_5,g5,2d_5,16p,8c5,8c5,8d_.5,16p,16d_5,16p,8f.5,16p,16f5,16p,8g.5,32p,2g5,8p,8f5,8d_5,8f5,1d5,8f5
Heaven|Heaven:d=8,o=5,b=125:4f#6,f#6,e6,e6,d6,c#6,c#6,4b,b,a,g,g,f#,g,f#,4e
Heaven|Heaven:d=8,o=5,b=140:d,d,d,4e,e,4f#,4f#.,4p,f#,g,4a,a,4a,g,4f#,4d.,4p,d,d,d,4e,e,4f#,4f#.,4p,f#,d,e,2c#
HeavenIs|HeavenIs:d=32,o=5,b=140:g#,p,16g#,16p,g#,p,16g#.,p,g#,p,16g#,16p,e,p,16e,16p,16e,16p,e,p,e,p,f#,p,16f#,16p,f#,p,16f#,16p,f#,p,16g#,16p,g#,p,16g#,16p,16g#.,p,g#,p,g#,p,g#,p,16g#,16p,g#,p,16g#.,p,a,p,16a,16p,a,p,16a.,p,16a.,p,a,p,a,p,b,p,16b.,p,b,p,16b.,p,b,p,16g#.,p,g#,p,16g#.,p,16g#.,p,g#,p,g#,p,8e.6,16p,e6,16p.,8e.6,16p,8e6,8p,8e6,8f#.6,16p,8g#6,8p,8g#6,4p.,g#6,16p.,g#6,16p.,g#6,16p.,8a.6,16p,16g#6,16p,16f#.6,p,e6,16p.,8f#6,8p,8f#6,8p,16f#.6,p,16e6
HeavenIs|HeavenIs:d=4,o=5,b=100:d#,g,8g#,8g,8d#,8c,d#,2p,8p,8c,d#,g,8g#
HeavenIs|HeavenIs:d=4,o=5,b=125:d#,g,8g#,8g,8d#,8c,d#,2p,8p,8c,d#,g,8g#,8g,8d#,8c,d#,2p,8p,8c,d#,8g,8g,8g#,8g,8d#,8c,d#,2p,8p,8c,d#,g,8g#,8g,8d#,8c,d#
HeavenIs|HeavenIs:d=4,o=6,b=112:d_5,g5,8g_5,8g5,8d_5,8c5,d_5,2p,p,8c5,d_5,g5,8g_5,8g5,8d_5,8c5,d_5,2p,p,8c5,d_5,8g5,8g5,8g_5,8g5,8d_5,8c5,d_5,p,2p,8c5,d_5,g5,8g_5,8g5,8d_5,8c5,d_5
HeavenIs|HeavenIs:d=8,o=5,b=112:4d#,4g,g#,g,d#,c,2d#,4p.,c,4d#,g.,16g,g#,g,d#,c,2d#,4p.,c,4d#,4g,g#,g,d#,c,2d#,4p.,c,4d#,g.,16g,g#,g,d#,c,2d#
HeavenIs|HeavenIs:d=8,o=5,b=225:2d#,4d#.,d#.,d#.,d#.,4f.,4g.,2g.,2g,4g#.,g.,f.,d#.,4f.,f.,d#.,f.,2d#.
HeavenMu|HeavenMu:d=8,o=6,b=125:d#.,4d#,16p,d.,d#.,2c,p,g#.,g#.,a#,g.,4g,16p,d.,d#.,2c,p,g.,a#.,a#,c.,a#.,a#,16g,16f,d#,c,d#,g#.,g#.,g#,16g,16f,d#,c,d#,d#.,4d#,16p,d.,d#.,2c,p,g#.,g#.,a#,g.,4g,16p,d.,d#.,2c,p,g.,a#.,a#,c.,a#.,a#,16g,16f,d#,c,d#,g#.,g#.,g#,16g,16f,d#,c,d#
HeavyOnM|HeavyOnM:d=4,o=5,b=140:16c,16p,8p,p,16c,16p,8p,p,d6,8d6,d6,8c6,1c6,p,16f,16p,8p,p,16f,16p,8p,p,16c,16p,8p,p,16c,16p,8p,p,d6,8d6,d6,8c6,1c6,p,16f,16p,8p,p,16f,16p,8p,p,16c,16p,8p,p,16c,16p,8p,p,d6,8d6,d6,8c6,1c6,p,16f,16p,8p,p,16f,16p,8p,p,8c
HebJeEve|HebJeEve:d=16,o=5,b=200:4d6,4f6,4a#.6,4a.6,4f6,4d.6,8a#,8a#,8p,8a#,8p,8a#,4p,8a#,8a#,8p,8a#,8p,8a#,4p,8a#,4d6,4f6,4a#.6,4a.6,4f6,4d#.6,8f,8f,8p,8f,8p,8f,8p,8f,8f,8p,8f,8p,8f,8p,8f,4d#6,4f6,4a#.6,4a.6,4f6,4d#.6,8f,4d#6,4f6,4a#6,8f,4a.6,4f6,4d#.6,8f,4d#6,4f6,4c7,8f,4a#.6,4a6,4a#.6,8a#,8a#,8p,8a#,8p,8a#,4p,8a#,8a#,8p,8a#,8p,8a#,8p,8a#
HebJeEve|HebJeEve:d=4,o=6,b=160:8d5,8f5,8a_.5,8a.5,8f5,d5,1p,8d5,8f5,8a_.5,8a.5,8f5,d_5,1p,8d_5,8f5,8a_.5,8a.5,8f5,d_5,8d_5,8f5,8a_.5,8a.5,8f5,d_5,8d_5,8f5,8a_.5,8a.5,8f5,d5,1p,8d5,8f5,8a_.5,8a.5,8f5,d5,1p,8d5,8f5,8a_.5,8a.5,8f5,d_5,1p,8d_5,8f5,8a_.5,8a.5,8f5,d_5,8d_5,8f5,8a_.5,8a.5,8f5,d_5,8a5,8a_5,8c.,16a_5,8p,8a5,2a_.5
Hecitate|Hecitate:d=4,o=6,b=125:16a_,16p,16a_,16p,16a_,8p,16f_,8p,16f_,16p,16c_7,16p,16c_7,16p,16a_,16p,16a_,16p,16f_,8f_.,16g_,16p,16f_,16p,16f_,16p,8d_,16a_5,16p,16a_5,16p,16d_7,16p,16c_7,16p,8g_,16f_5,16p,f_,8d_,16a_5,16p,16a_5,16p,8f_,8g_,8f_,8f_,8g_,8g_,16a_5,16p,f_,16f_5,16p,16f_5,16p,16f_,8f_.,16g_,16p,16f_,16p,16f_,16p,8d_,16a_5,16p,16a_5,16p,16d_7,16p,16c_7,16p,8g_,16f_5,16p,f_,8d_,16a_5,16p,16a_5,16p,8f_,8g_,8f_,8f_,8g_,8g_,16a_5,16p,f_,16f_5,16p,8f_5
HedwigsT|HedwigsT:d=8,o=6,b=125:c.,16d#,d,4c,g,4f.,4d.,c.,16d#,d,4b5,c#,4g5,4p,g5,c.,16d#,d,4c,g,4a#,a,4g#,e,g#.,16g,4f#,p,d#,4c.,4p,g5
HeeyBaby|HeeyBaby:d=16,o=5,b=125:2g.,4a,8e,4g,4a.,8p,e,p,8p,4p,e,p,8p,4p,8f,8f,8e,4g,4e,4c,8e,8d.,p,8d,8d,8e,4e,4c.
Heidi|Heidi:d=4,o=6,b=125:2g5,2e5,2e,c,p,g5,8g5,8a5,8p,8g5,8p,8e5,f5,8e5,2d5,8p,2f5,2d5,2d,2b5,g5,8g5,8g5,8p,f5,8e5,8f5,8e5,8p,2c5,8p,2g5,2e5,2g5,2e5,g5,8g5,g5,8a5,a_5,8a_5,8a5,8p,2a5,8p,2c,2a5,2g5,2e5,g5,8g5,8f5,e5,d5,2c5
Helan|Helan:d=32,o=5,b=300:4f.2,4g#.2,4c#.2,16f.2,p,16f.2,16d#.2,16p.,16d#.2,p,16d#.2,p,16d#.2,16p.,16d#.2,p,16d#.2,8f.2,16c#.2,16p.,8c#.2,16p.,4f.2,4g#.2,4c#.2,8f.2,16d#.2,16p.,16d#.2,16p.,16d#.2,16p.,16d#.2,16p.,4c#.2,8p.,8c#.2,8d#.2,16g#.,16p.,16g#.,16p.,8g#.,8f.2,16c#.2,16p.,16c#.2,16p.,8c#.2,8d#.2,16g#.,16p.,16g#.,16p.,8g#.,8f.2,16c#.2,16p.,8c#.2,16p.,8f.2,16p.,8g#.2,16p.,4c#.4,16p.,8c#.4,16c.4,16p.,16c.4,16p.,16c.4,16p.,16c.4,16p.,8c#.4,2p.
HelebçE|HelebçE:d=4,o=6,b=200:b5,8b5,8c,b5,a5,g5,a5,b5,g5,a5,8a5,8b5,a5,g5,f_5,g5,a5,f_5,g5,8g5,8a5,g5,f_5,e5,f_5,g5,e5,f_5,8p,8g5,f_5,e5,d5,e5,2e5,2e5,g5,f_5,8e5,e5,8e5,2e5,e5,e5,e5,f_5,e5,f_5,d5
Helena|Helena:d=4,o=6,b=125:16g_5,16p,16g_5,16p,8a5,8g_.5,16p,a5,b5,g_5,16a5,16g_5,2f_5,8f_5,16g_5,16p,8a5,8g_5,16f_5,16p,8f_5,8p,8f_5,8g_5,2e5,8p,e5,2d_5,b5
Hell|Hell:d=4,o=5,b=112:8d#.6,32c#6,32b.,a#,8a#,8a,2a#,8a#,8a,2a#,8g#,16g,2f#,8g#,16g,2f#,8g#,16g.,d.6,16b.,16b.,16b.,8b,16b.,8a#,8b,a#.,8d#.6,32c#6,32b,a#,8a#,8a,a#.,8a#,16a,a#.,8g#,16g,f#.,8g#,8g,f#.,g#,16g.,d.6,16b.,16b.,16b.,16b.,8b,8a#,8b,8a#
HellaGoo|HellaGoo:d=16,o=5,b=140:8f6,8g6,8f6,8g6,f6,8g6,8f6,8g6,8f6,4a6,4f6,4d6,4d6,8g,f,8g,f,8g,8g#,4p,d6,c6,8d6,8c6,8g#,8g,4p,8f6,8g6,8f6,8g6,f6,8g6,8f6,8g6,8f6,4a6,4f6,4d6,4d6,8g,8g,8g,8g#,4p,8p,8d6,8c6,8g#,8g
HellBaby|HellBaby:d=4,o=5,b=180:8a#,8a#,8c6,8c6,8c6,8c6,8a#.,16p,8a#,8a#,8g#.,16p,8g#,8g,8g#,8g,f,f,g#,16f,8p,8f,16p,8f,2d#,f,8a#,8a#,8c6,8c6,8c6,8c6,8a#.,16p,8a#,8a#,8g#.,16p,8g#,8g,8g#,8g,f,f,g#,16f,8p,8f,16p,8f,2d#,f,8a#,8a#,8c6,8c6,8c6,8c6,8a#.,16p,8a#,8a#,8g#.,16p,8g#,8g,8g#,8g,f,f,g#,16f,8p,8f,16p,8f,2d#,f
Hello!!|Hello!!:d=4,o=6,b=125:8c_7,8c_7,8a_5,8c_7,8g_5,8g_7,8c_5,8d_5,8f5,8a_7,8f5,8f_5,8f5,8d_5,8c_5,8f_7,8c_7,8c_7,8a_5,8c_7,8g_5,8g_7,8c_5,8d_5,8f5,8a_7,8a_7,8a_7,8d_5,8g_7,8g_7,8g_7,8c_7,8c_7,8a_5,8c_7,8g_5,8g_7,8c_5,8d_5,8f5,8a_7,8f5,8f_5,8f5,8d_5,8c_5,8f_7,8c_7,8c_7,8a_5,8c_7,8g_5,8g_7,8c_5,8d_5,8f5,8a_7,8a_7,8a_7,8d_5,8g_7,8g_7,8c_7,c_5
Hello!|Hello!:d=4,o=6,b=140:8c,2d,8p,16d5,16p,8p,8f,2d,8p,16c5,16p,8p,16c5,16p,8f,16g5,16p,8d,f,d,16g5,16p,8f,16d5,16p,8d,f,d,8c,2d,8p,16d5,16p,8p,8f,2d,8p,16c5,16p,8p,16c5,16p,8f,16g5,16p,8d,f,d,16g5,16p,8f,16d5,16p,8d,f,d,16d5,16p,8p,8d5
Hello|Hello:d=16,o=5,b=140:8c#7,8c#7,8a#,8c#7,8g#,8g#7,8c#,8d#,8f,8a#7,8f,8f#,8f,8d#,8c#,8f#7,8c#7,8c#7,8a#,8c#7,8g#,8g#7,8c#,8d#,8f,8a#7,8a#7,8a#7,8d#,8g#7,8g#7,8g#7,8c#7,8c#7,8a#,8c#7,8g#,8g#7,8c#,8d#,8f,8a#7,8f,8f#,8f,8d#,8c#,8f#7,8c#7,8c#7,8a#,8c#7,8g#,8g#7,8c#,8d#,8f,8a#7,8a#7,8a#7,8d#,8g#7,8g#7,8c#7,4c#
